date_debut,date_fin,etat_barre,etat_trafic,geo_point_2d.lat,geo_point_2d.lon,geo_shape.geometry.coordinates,geo_shape.geometry.type,geo_shape.type,iu_ac,iu_nd_amont,iu_nd_aval,k,libelle,libelle_nd_amont,libelle_nd_aval,q,t_1h
1996-10-03,2023-01-01,Invalide,Inconnu,48.87087591902754,2.33190218871428,"[[2.3318150304093743, 48.87110141457876], [2.3319893470191855, 48.87065042347631]]",LineString,Feature,1957,2142,2139,0.0,Auber,Auber-Pl_Garnier,Pl_de_l'Opera,0.0,2024-01-04T16:00:00+00:00
1996-10-03,2023-01-01,Invalide,Inconnu,48.87087591902754,2.33190218871428,"[[2.3318150304093743, 48.87110141457876], [2.3319893470191855, 48.87065042347631]]",LineString,Feature,1957,2142,2139,0.0,Auber,Auber-Pl_Garnier,Pl_de_l'Opera,0.0,2024-01-04T15:00:00+00:00
1996-10-03,2023-01-01,Invalide,Inconnu,48.87087591902754,2.33190218871428,"[[2.3318150304093743, 48.87110141457876], [2.3319893470191855, 48.87065042347631]]",LineString,Feature,1957,2142,2139,0.0,Auber,Auber-Pl_Garnier,Pl_de_l'Opera,0.0,2024-01-04T14:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.87090214227108,2.3334843022176948,"[[2.3344422808092893, 48.87107082404565], [2.3325263236261002, 48.870733460496496]]",LineString,Feature,1954,2138,2139,6.01611,Bd_des_Capucines,Bd_des_Italiens-Chaussee_d'Antin,Pl_de_l'Opera,548.0,2024-01-04T22:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.87090214227108,2.3334843022176948,"[[2.3344422808092893, 48.87107082404565], [2.3325263236261002, 48.870733460496496]]",LineString,Feature,1954,2138,2139,4.895,Bd_des_Capucines,Bd_des_Italiens-Chaussee_d'Antin,Pl_de_l'Opera,595.0,2024-01-04T20:00:00+00:00
1996-10-03,2023-01-01,Invalide,Pré-saturé,48.87090214227108,2.3334843022176948,"[[2.3344422808092893, 48.87107082404565], [2.3325263236261002, 48.870733460496496]]",LineString,Feature,1954,2138,2139,16.56111,Bd_des_Capucines,Bd_des_Italiens-Chaussee_d'Antin,Pl_de_l'Opera,733.0,2024-01-04T18:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.87090214227108,2.3334843022176948,"[[2.3344422808092893, 48.87107082404565], [2.3325263236261002, 48.870733460496496]]",LineString,Feature,1954,2138,2139,6.70333,Bd_des_Capucines,Bd_des_Italiens-Chaussee_d'Antin,Pl_de_l'Opera,758.0,2024-01-04T14:00:00+00:00
1996-10-03,2023-01-01,Invalide,Inconnu,48.869541361182556,2.3328806890728804,"[[2.333158304423229, 48.8688628796651], [2.332603073722532, 48.8702198427]]",LineString,Feature,1961,211,2139,0.0,Av_de_l'Opera,Av_de_l'Opera-Antin-Augustin,Pl_de_l'Opera,0.0,2024-01-04T22:00:00+00:00
1996-10-03,2023-01-01,Invalide,Inconnu,48.869541361182556,2.3328806890728804,"[[2.333158304423229, 48.8688628796651], [2.332603073722532, 48.8702198427]]",LineString,Feature,1961,211,2139,0.0,Av_de_l'Opera,Av_de_l'Opera-Antin-Augustin,Pl_de_l'Opera,0.0,2024-01-04T21:00:00+00:00
1996-10-03,2023-01-01,Invalide,Inconnu,48.869541361182556,2.3328806890728804,"[[2.333158304423229, 48.8688628796651], [2.332603073722532, 48.8702198427]]",LineString,Feature,1961,211,2139,0.0,Av_de_l'Opera,Av_de_l'Opera-Antin-Augustin,Pl_de_l'Opera,0.0,2024-01-04T20:00:00+00:00
1996-10-03,2023-01-01,Invalide,Inconnu,48.869541361182556,2.3328806890728804,"[[2.333158304423229, 48.8688628796651], [2.332603073722532, 48.8702198427]]",LineString,Feature,1961,211,2139,0.0,Av_de_l'Opera,Av_de_l'Opera-Antin-Augustin,Pl_de_l'Opera,0.0,2024-01-04T17:00:00+00:00
1996-10-03,2023-01-01,Invalide,Inconnu,48.869541361182556,2.3328806890728804,"[[2.333158304423229, 48.8688628796651], [2.332603073722532, 48.8702198427]]",LineString,Feature,1961,211,2139,0.0,Av_de_l'Opera,Av_de_l'Opera-Antin-Augustin,Pl_de_l'Opera,0.0,2024-01-04T15:00:00+00:00
1996-10-03,2023-01-01,Invalide,Inconnu,48.870377891377935,2.3309829508747804,"[[2.3299412913385233, 48.870203820268635], [2.3320246104110374, 48.870551962487234]]",LineString,Feature,1814,154,2139,0.0,Bd_des_Capucines,Bd_Capucines-Scribe,Pl_de_l'Opera,0.0,2024-01-04T21:00:00+00:00
1996-10-03,2023-01-01,Invalide,Inconnu,48.870377891377935,2.3309829508747804,"[[2.3299412913385233, 48.870203820268635], [2.3320246104110374, 48.870551962487234]]",LineString,Feature,1814,154,2139,0.0,Bd_des_Capucines,Bd_Capucines-Scribe,Pl_de_l'Opera,0.0,2024-01-04T16:00:00+00:00
1997-10-10,2023-01-01,Invalide,Inconnu,48.872443513026205,2.329454032723919,"[[2.3283372875237416, 48.87307829801939], [2.3305707779240965, 48.871808728033024]]",LineString,Feature,6026,3119,2142,0.0,Auber,Auber-Caumartin,Auber-Pl_Garnier,0.0,2024-01-04T23:00:00+00:00
1997-10-10,2023-01-01,Invalide,Inconnu,48.872443513026205,2.329454032723919,"[[2.3283372875237416, 48.87307829801939], [2.3305707779240965, 48.871808728033024]]",LineString,Feature,6026,3119,2142,0.0,Auber,Auber-Caumartin,Auber-Pl_Garnier,0.0,2024-01-04T21:00:00+00:00
1997-10-10,2023-01-01,Invalide,Inconnu,48.872443513026205,2.329454032723919,"[[2.3283372875237416, 48.87307829801939], [2.3305707779240965, 48.871808728033024]]",LineString,Feature,6026,3119,2142,0.0,Auber,Auber-Caumartin,Auber-Pl_Garnier,0.0,2024-01-04T19:00:00+00:00
1997-10-10,2023-01-01,Invalide,Inconnu,48.872443513026205,2.329454032723919,"[[2.3283372875237416, 48.87307829801939], [2.3305707779240965, 48.871808728033024]]",LineString,Feature,6026,3119,2142,0.0,Auber,Auber-Caumartin,Auber-Pl_Garnier,0.0,2024-01-04T18:00:00+00:00
1997-10-10,2023-01-01,Invalide,Inconnu,48.872443513026205,2.329454032723919,"[[2.3283372875237416, 48.87307829801939], [2.3305707779240965, 48.871808728033024]]",LineString,Feature,6026,3119,2142,0.0,Auber,Auber-Caumartin,Auber-Pl_Garnier,0.0,2024-01-04T16:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.870224548714155,2.333195900715018,"[[2.3327065357323082, 48.870321856317766], [2.333685265697728, 48.870127241110545]]",LineString,Feature,4060,2139,2146,4.14556,4_Septembre,Pl_de_l'Opera,4_Septembre-Louis_le_Grand,591.0,2024-01-04T21:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.870224548714155,2.333195900715018,"[[2.3327065357323082, 48.870321856317766], [2.333685265697728, 48.870127241110545]]",LineString,Feature,4060,2139,2146,6.74556,4_Septembre,Pl_de_l'Opera,4_Septembre-Louis_le_Grand,803.0,2024-01-04T20:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.870224548714155,2.333195900715018,"[[2.3327065357323082, 48.870321856317766], [2.333685265697728, 48.870127241110545]]",LineString,Feature,4060,2139,2146,6.725,4_Septembre,Pl_de_l'Opera,4_Septembre-Louis_le_Grand,842.0,2024-01-04T19:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.870224548714155,2.333195900715018,"[[2.3327065357323082, 48.870321856317766], [2.333685265697728, 48.870127241110545]]",LineString,Feature,4060,2139,2146,6.47,4_Septembre,Pl_de_l'Opera,4_Septembre-Louis_le_Grand,635.0,2024-01-04T18:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.870224548714155,2.333195900715018,"[[2.3327065357323082, 48.870321856317766], [2.333685265697728, 48.870127241110545]]",LineString,Feature,4060,2139,2146,7.05889,4_Septembre,Pl_de_l'Opera,4_Septembre-Louis_le_Grand,818.0,2024-01-04T17:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.870224548714155,2.333195900715018,"[[2.3327065357323082, 48.870321856317766], [2.333685265697728, 48.870127241110545]]",LineString,Feature,4060,2139,2146,7.46722,4_Septembre,Pl_de_l'Opera,4_Septembre-Louis_le_Grand,857.0,2024-01-04T15:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.870224548714155,2.333195900715018,"[[2.3327065357323082, 48.870321856317766], [2.333685265697728, 48.870127241110545]]",LineString,Feature,4060,2139,2146,7.07722,4_Septembre,Pl_de_l'Opera,4_Septembre-Louis_le_Grand,768.0,2024-01-04T14:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.86991001871259,2.3347775747549453,"[[2.333685265697728, 48.870127241110545], [2.3358698838121628, 48.86969279631464]]",LineString,Feature,1963,2146,2147,3.95333,4_Septembre,4_Septembre-Louis_le_Grand,4_Septembre-Choiseul,544.0,2024-01-04T23:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.86991001871259,2.3347775747549453,"[[2.333685265697728, 48.870127241110545], [2.3358698838121628, 48.86969279631464]]",LineString,Feature,1963,2146,2147,4.33167,4_Septembre,4_Septembre-Louis_le_Grand,4_Septembre-Choiseul,538.0,2024-01-04T22:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.86991001871259,2.3347775747549453,"[[2.333685265697728, 48.870127241110545], [2.3358698838121628, 48.86969279631464]]",LineString,Feature,1963,2146,2147,6.47,4_Septembre,4_Septembre-Louis_le_Grand,4_Septembre-Choiseul,635.0,2024-01-04T18:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.869603212893956,2.336329719079366,"[[2.3358698838121628, 48.86969279631464], [2.3367895543465687, 48.869513629473275]]",LineString,Feature,1977,2147,2148,4.33167,4_Septembre,4_Septembre-Choiseul,4_Septembre-Gramont,538.0,2024-01-04T22:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.869603212893956,2.336329719079366,"[[2.3358698838121628, 48.86969279631464], [2.3367895543465687, 48.869513629473275]]",LineString,Feature,1977,2147,2148,6.74556,4_Septembre,4_Septembre-Choiseul,4_Septembre-Gramont,803.0,2024-01-04T20:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.869603212893956,2.336329719079366,"[[2.3358698838121628, 48.86969279631464], [2.3367895543465687, 48.869513629473275]]",LineString,Feature,1977,2147,2148,6.725,4_Septembre,4_Septembre-Choiseul,4_Septembre-Gramont,842.0,2024-01-04T19:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.869603212893956,2.336329719079366,"[[2.3358698838121628, 48.86969279631464], [2.3367895543465687, 48.869513629473275]]",LineString,Feature,1977,2147,2148,7.05889,4_Septembre,4_Septembre-Choiseul,4_Septembre-Gramont,818.0,2024-01-04T17:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.869603212893956,2.336329719079366,"[[2.3358698838121628, 48.86969279631464], [2.3367895543465687, 48.869513629473275]]",LineString,Feature,1977,2147,2148,7.61944,4_Septembre,4_Septembre-Choiseul,4_Septembre-Gramont,766.0,2024-01-04T16:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.869603212893956,2.336329719079366,"[[2.3358698838121628, 48.86969279631464], [2.3367895543465687, 48.869513629473275]]",LineString,Feature,1977,2147,2148,7.07722,4_Septembre,4_Septembre-Choiseul,4_Septembre-Gramont,768.0,2024-01-04T14:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.869344114052595,2.33769920224824,"[[2.3367895543465687, 48.869513629473275], [2.3386088501499116, 48.86917459863191]]",LineString,Feature,1964,2148,2149,4.7,4_Septembre,4_Septembre-Gramont,4_Septembre-Richelieu,544.0,2024-01-04T23:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.869344114052595,2.33769920224824,"[[2.3367895543465687, 48.869513629473275], [2.3386088501499116, 48.86917459863191]]",LineString,Feature,1964,2148,2149,4.69167,4_Septembre,4_Septembre-Gramont,4_Septembre-Richelieu,538.0,2024-01-04T22:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.869344114052595,2.33769920224824,"[[2.3367895543465687, 48.869513629473275], [2.3386088501499116, 48.86917459863191]]",LineString,Feature,1964,2148,2149,5.11334,4_Septembre,4_Septembre-Gramont,4_Septembre-Richelieu,591.0,2024-01-04T21:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.869344114052595,2.33769920224824,"[[2.3367895543465687, 48.869513629473275], [2.3386088501499116, 48.86917459863191]]",LineString,Feature,1964,2148,2149,7.05,4_Septembre,4_Septembre-Gramont,4_Septembre-Richelieu,803.0,2024-01-04T20:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.869344114052595,2.33769920224824,"[[2.3367895543465687, 48.869513629473275], [2.3386088501499116, 48.86917459863191]]",LineString,Feature,1964,2148,2149,7.27,4_Septembre,4_Septembre-Gramont,4_Septembre-Richelieu,842.0,2024-01-04T19:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.869344114052595,2.33769920224824,"[[2.3367895543465687, 48.869513629473275], [2.3386088501499116, 48.86917459863191]]",LineString,Feature,1964,2148,2149,7.43223,4_Septembre,4_Septembre-Gramont,4_Septembre-Richelieu,818.0,2024-01-04T17:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.869344114052595,2.33769920224824,"[[2.3367895543465687, 48.869513629473275], [2.3386088501499116, 48.86917459863191]]",LineString,Feature,1964,2148,2149,7.95444,4_Septembre,4_Septembre-Gramont,4_Septembre-Richelieu,857.0,2024-01-04T15:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.869034711790604,2.3393194642294763,"[[2.3386088501499116, 48.86917459863191], [2.340030078309041, 48.8688948249493]]",LineString,Feature,1978,2149,2150,6.32667,4_Septembre,4_Septembre-Richelieu,4_Septembre-Bourse-Vivienne,513.0,2024-01-04T23:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.869034711790604,2.3393194642294763,"[[2.3386088501499116, 48.86917459863191], [2.340030078309041, 48.8688948249493]]",LineString,Feature,1978,2149,2150,7.63889,4_Septembre,4_Septembre-Richelieu,4_Septembre-Bourse-Vivienne,642.0,2024-01-04T20:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.869034711790604,2.3393194642294763,"[[2.3386088501499116, 48.86917459863191], [2.340030078309041, 48.8688948249493]]",LineString,Feature,1978,2149,2150,9.99167,4_Septembre,4_Septembre-Richelieu,4_Septembre-Bourse-Vivienne,749.0,2024-01-04T19:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.869034711790604,2.3393194642294763,"[[2.3386088501499116, 48.86917459863191], [2.340030078309041, 48.8688948249493]]",LineString,Feature,1978,2149,2150,11.07278,4_Septembre,4_Septembre-Richelieu,4_Septembre-Bourse-Vivienne,712.0,2024-01-04T17:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.869034711790604,2.3393194642294763,"[[2.3386088501499116, 48.86917459863191], [2.340030078309041, 48.8688948249493]]",LineString,Feature,1978,2149,2150,10.70722,4_Septembre,4_Septembre-Richelieu,4_Septembre-Bourse-Vivienne,698.0,2024-01-04T16:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.86871495059633,2.3409534678775383,"[[2.340030078309041, 48.8688948249493], [2.341876857446035, 48.86853507624336]]",LineString,Feature,1965,2150,2152,9.99167,Pl_de_la_Bourse_cote_Reaumur,4_Septembre-Bourse-Vivienne,Pl_Bourse-Reaumur-N_D_Victoires,749.0,2024-01-04T19:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.86871495059633,2.3409534678775383,"[[2.340030078309041, 48.8688948249493], [2.341876857446035, 48.86853507624336]]",LineString,Feature,1965,2150,2152,9.1,Pl_de_la_Bourse_cote_Reaumur,4_Septembre-Bourse-Vivienne,Pl_Bourse-Reaumur-N_D_Victoires,682.0,2024-01-04T18:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.86871495059633,2.3409534678775383,"[[2.340030078309041, 48.8688948249493], [2.341876857446035, 48.86853507624336]]",LineString,Feature,1965,2150,2152,11.07278,Pl_de_la_Bourse_cote_Reaumur,4_Septembre-Bourse-Vivienne,Pl_Bourse-Reaumur-N_D_Victoires,712.0,2024-01-04T17:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.86871495059633,2.3409534678775383,"[[2.340030078309041, 48.8688948249493], [2.341876857446035, 48.86853507624336]]",LineString,Feature,1965,2150,2152,10.65167,Pl_de_la_Bourse_cote_Reaumur,4_Septembre-Bourse-Vivienne,Pl_Bourse-Reaumur-N_D_Victoires,703.0,2024-01-04T15:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.868353215314855,2.342738238722835,"[[2.341876857446035, 48.86853507624336], [2.3435996199996345, 48.86817135438635]]",LineString,Feature,1979,2152,2153,6.32667,Reaumur,Pl_Bourse-Reaumur-N_D_Victoires,Reaumur-Montmartre,513.0,2024-01-04T23:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.868353215314855,2.342738238722835,"[[2.341876857446035, 48.86853507624336], [2.3435996199996345, 48.86817135438635]]",LineString,Feature,1979,2152,2153,6.73889,Reaumur,Pl_Bourse-Reaumur-N_D_Victoires,Reaumur-Montmartre,461.0,2024-01-04T21:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.868353215314855,2.342738238722835,"[[2.341876857446035, 48.86853507624336], [2.3435996199996345, 48.86817135438635]]",LineString,Feature,1979,2152,2153,10.70722,Reaumur,Pl_Bourse-Reaumur-N_D_Victoires,Reaumur-Montmartre,698.0,2024-01-04T16:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.868353215314855,2.342738238722835,"[[2.341876857446035, 48.86853507624336], [2.3435996199996345, 48.86817135438635]]",LineString,Feature,1979,2152,2153,10.65167,Reaumur,Pl_Bourse-Reaumur-N_D_Victoires,Reaumur-Montmartre,703.0,2024-01-04T15:00:00+00:00
1996-10-03,2023-01-01,Invalide,Fluide,48.868353215314855,2.342738238722835,"[[2.341876857446035, 48.86853507624336], [2.3435996199996345, 48.86817135438635]]",LineString,Feature,1979,2152,2153,8.76111,Reaumur,Pl_Bourse-Reaumur-N_D_Victoires,Reaumur-Montmartre,662.0,2024-01-04T14:00:00+00:00
1996-10-03,2023-01-01,Invalide,Inconnu,48.86796614401682,2.3444776071516014,"[[2.3435996199996345, 48.86817135438635], [2.345355594303568, 48.86776093364729]]",LineString,Feature,1966,2153,2154,0.0,Reaumur,Reaumur-Montmartre,Reaumur-Sentier-Clery,513.0,2024-01-04T23:00:00+00:00
