iu_ac,libelle,t_1h,q,k,etat_trafic,iu_nd_amont,libelle_nd_amont,iu_nd_aval,libelle_nd_aval,etat_barre,date_debut,date_fin,geo_point_2d.lon,geo_point_2d.lat,geo_shape.type,geo_shape.geometry.coordinates,geo_shape.geometry.type
6605,Pl_Maquis_du_Vercors,2023-12-07T09:00:00+00:00,,,Inconnu,784,Pl_M_Vercors-Av_Pte_Lilas,3231,Av_Pte_Lilas-Maquis_Vercors,Invalide,2007-03-30,2023-01-01,2.4088263041961406,48.87776958175556,Feature,"[[2.4082931933297065, 48.877605438644096], [2.409359415062575, 48.87793372486702]]",LineString
6605,Pl_Maquis_du_Vercors,2023-12-07T08:00:00+00:00,,,Inconnu,784,Pl_M_Vercors-Av_Pte_Lilas,3231,Av_Pte_Lilas-Maquis_Vercors,Invalide,2007-03-30,2023-01-01,2.4088263041961406,48.87776958175556,Feature,"[[2.4082931933297065, 48.877605438644096], [2.409359415062575, 48.87793372486702]]",LineString
6605,Pl_Maquis_du_Vercors,2023-12-07T07:00:00+00:00,,,Inconnu,784,Pl_M_Vercors-Av_Pte_Lilas,3231,Av_Pte_Lilas-Maquis_Vercors,Invalide,2007-03-30,2023-01-01,2.4088263041961406,48.87776958175556,Feature,"[[2.4082931933297065, 48.877605438644096], [2.409359415062575, 48.87793372486702]]",LineString
6605,Pl_Maquis_du_Vercors,2023-12-07T06:00:00+00:00,,,Inconnu,784,Pl_M_Vercors-Av_Pte_Lilas,3231,Av_Pte_Lilas-Maquis_Vercors,Invalide,2007-03-30,2023-01-01,2.4088263041961406,48.87776958175556,Feature,"[[2.4082931933297065, 48.877605438644096], [2.409359415062575, 48.87793372486702]]",LineString
6605,Pl_Maquis_du_Vercors,2023-12-07T04:00:00+00:00,,,Inconnu,784,Pl_M_Vercors-Av_Pte_Lilas,3231,Av_Pte_Lilas-Maquis_Vercors,Invalide,2007-03-30,2023-01-01,2.4088263041961406,48.87776958175556,Feature,"[[2.4082931933297065, 48.877605438644096], [2.409359415062575, 48.87793372486702]]",LineString
6605,Pl_Maquis_du_Vercors,2023-12-07T03:00:00+00:00,,,Inconnu,784,Pl_M_Vercors-Av_Pte_Lilas,3231,Av_Pte_Lilas-Maquis_Vercors,Invalide,2007-03-30,2023-01-01,2.4088263041961406,48.87776958175556,Feature,"[[2.4082931933297065, 48.877605438644096], [2.409359415062575, 48.87793372486702]]",LineString
6605,Pl_Maquis_du_Vercors,2023-12-07T01:00:00+00:00,,,Inconnu,784,Pl_M_Vercors-Av_Pte_Lilas,3231,Av_Pte_Lilas-Maquis_Vercors,Invalide,2007-03-30,2023-01-01,2.4088263041961406,48.87776958175556,Feature,"[[2.4082931933297065, 48.877605438644096], [2.409359415062575, 48.87793372486702]]",LineString
6231,Orleans_b.4-Romain_Rolland,2023-12-07T08:00:00+00:00,,2.99444,Fluide,440,Pte_Orleans-RN20-Romain_Rolland,3232,Romain_Rolland_A6A,Invalide,1999-10-01,2023-01-01,2.3271791087563756,48.819520344469844,Feature,"[[2.3257719933533534, 48.819757653696946], [2.3269530539806924, 48.819590987269784], [2.3285763744450896, 48.81922885709441]]",LineString
6231,Orleans_b.4-Romain_Rolland,2023-12-07T06:00:00+00:00,,1.52889,Fluide,440,Pte_Orleans-RN20-Romain_Rolland,3232,Romain_Rolland_A6A,Invalide,1999-10-01,2023-01-01,2.3271791087563756,48.819520344469844,Feature,"[[2.3257719933533534, 48.819757653696946], [2.3269530539806924, 48.819590987269784], [2.3285763744450896, 48.81922885709441]]",LineString
6231,Orleans_b.4-Romain_Rolland,2023-12-07T05:00:00+00:00,,0.86056,Fluide,440,Pte_Orleans-RN20-Romain_Rolland,3232,Romain_Rolland_A6A,Invalide,1999-10-01,2023-01-01,2.3271791087563756,48.819520344469844,Feature,"[[2.3257719933533534, 48.819757653696946], [2.3269530539806924, 48.819590987269784], [2.3285763744450896, 48.81922885709441]]",LineString
6231,Orleans_b.4-Romain_Rolland,2023-12-07T04:00:00+00:00,,0.68278,Fluide,440,Pte_Orleans-RN20-Romain_Rolland,3232,Romain_Rolland_A6A,Invalide,1999-10-01,2023-01-01,2.3271791087563756,48.819520344469844,Feature,"[[2.3257719933533534, 48.819757653696946], [2.3269530539806924, 48.819590987269784], [2.3285763744450896, 48.81922885709441]]",LineString
6231,Orleans_b.4-Romain_Rolland,2023-12-07T03:00:00+00:00,,0.59278,Fluide,440,Pte_Orleans-RN20-Romain_Rolland,3232,Romain_Rolland_A6A,Invalide,1999-10-01,2023-01-01,2.3271791087563756,48.819520344469844,Feature,"[[2.3257719933533534, 48.819757653696946], [2.3269530539806924, 48.819590987269784], [2.3285763744450896, 48.81922885709441]]",LineString
