iu_ac,libelle,t_1h,q,k,etat_trafic,iu_nd_amont,libelle_nd_amont,iu_nd_aval,libelle_nd_aval,etat_barre,date_debut,date_fin,geo_point_2d.lon,geo_point_2d.lat,geo_shape.type,geo_shape.geometry.coordinates,geo_shape.geometry.type,geo_point_2d,geo_shape
5812,Bd_Raspail,2024-01-04T13:00:00+00:00,288.0,,Inconnu,3033,Bd_Raspail-Fleurus,3032,Bd_Raspail-Huysmans,Invalide,1997-03-13,2023-01-01,2.328280993421274,48.84597980131112,Feature,"[[2.3280774986112815, 48.84665554109919], [2.3284844882312665, 48.84530406152304]]",LineString,,
5809,Bd_Raspail,2024-01-04T13:00:00+00:00,348.0,4.15556,Fluide,3031,Bd_Raspail-Stanislas,3032,Bd_Raspail-Huysmans,Invalide,1997-03-13,2023-01-01,2.328850809023965,48.84485089552843,Feature,"[[2.328992534265077, 48.844348425130846], [2.3287090837828526, 48.845353365926016]]",LineString,,
5811,Bd_Raspail,2024-01-04T13:00:00+00:00,348.0,4.15556,Fluide,3032,Bd_Raspail-Huysmans,3033,Bd_Raspail-Fleurus,Invalide,1997-03-13,2023-01-01,2.3285233996783194,48.846033504992846,Feature,"[[2.3287090837828526, 48.845353365926016], [2.3283377155737868, 48.84671364405968]]",LineString,,
5852,Bd_Raspail,2024-01-04T13:00:00+00:00,,,Inconnu,3042,Bd_Raspail-Cherche_Midi,3035,Rennes-Bd_Raspail,Invalide,2005-01-01,2019-06-01,2.327716973357051,48.84786361951721,Feature,"[[2.327698884473236, 48.84792480479798], [2.3277350622408663, 48.84780243423644]]",LineString,,
5824,Rennes,2024-01-04T13:00:00+00:00,237.0,,Inconnu,209,Rennes-Coetlogon,3036,Rennes-Assas,Invalide,1997-03-14,2023-01-01,2.3291656030448933,48.84952934608323,Feature,"[[2.3296751355936, 48.850072367032396], [2.3286560704961867, 48.848986325134064]]",LineString,,
4880,Pl_Felix_Eboue,2024-01-04T13:00:00+00:00,,,Inconnu,3045,Pl_Felix_Eboue_Ouest,3041,Pl_F_Eboue-Claude_Decaen,Invalide,1996-10-17,2023-01-01,2.3954623390634566,48.83939490768988,Feature,"[[2.3951712523075654, 48.83945194004361], [2.395753425819348, 48.839337875336156]]",LineString,,
5867,Bd_Bercy,2024-01-04T13:00:00+00:00,28.0,3.96444,Fluide,2591,Bd_Bercy-Corbineau,3044,Bercy-Souterain,Invalide,1997-04-08,2023-01-01,2.3838800959648387,48.83962964662045,Feature,"[[2.3822881357906907, 48.83989712402284], [2.385472056138987, 48.83936216921807]]",LineString,,
4863,Bd_de_Bercy,2024-01-04T13:00:00+00:00,,,Inconnu,2589,Bd_de_Bercy-Coriolis,3044,Bercy-Souterain,Invalide,1996-10-17,2023-01-01,2.3867876037574094,48.839257869349765,Feature,"[[2.3880618338654984, 48.8390409279832], [2.38551337364932, 48.83947481071632]]",LineString,,
4836,Av_Daumesnil,2024-01-04T13:00:00+00:00,386.0,3.17278,Fluide,2572,Av_Daumesnil-Dugommier,3045,Pl_Felix_Eboue_Ouest,Invalide,1996-10-17,2023-01-01,2.3938781353122405,48.839957894616994,Feature,"[[2.3927256866092756, 48.84021798270368], [2.395030584015205, 48.83969780653031]]",LineString,,
4878,Pl_Felix_Eboue,2024-01-04T13:00:00+00:00,,,Inconnu,2545,Pl_Felix_Eboue_Est,3045,Pl_Felix_Eboue_Ouest,Invalide,1996-10-17,2023-01-01,2.395947415490784,48.839818500089685,Feature,"[[2.3964386495761274, 48.839657181265856], [2.396312279826286, 48.83975242444666], [2.3954315882157875, 48.839924674086255]]",LineString,,
4507,Quai_Louis_Bleriot,2024-01-04T13:00:00+00:00,,,Inconnu,2403,Quai_Louis_Bleriot-Pt_Mirabeau,3047,Bleriot-Degas,Invalide,1996-10-15,2023-01-01,2.27578879203503,48.84850677734933,Feature,"[[2.2744301177241395, 48.847143106170854], [2.2771474663459204, 48.8498704485278]]",LineString,,
5872,Bd_Macdonald,2024-01-04T13:00:00+00:00,355.0,2.465,Fluide,928,Bd_Macdonald - Jaques Duchesne,3048,Bd Macdonald-Allee des Cardinoux,Invalide,1997-04-30,2023-01-01,2.3734861820251627,48.89882236803827,Feature,"[[2.3743473839632045, 48.89883549763185], [2.3726249800871213, 48.89880923844469]]",LineString,,
1742,Bd_Macdonald,2024-01-04T13:00:00+00:00,306.0,,Inconnu,912,Ney-Macdonald-Aubervilliers,3048,Bd Macdonald-Allee des Cardinoux,Invalide,1996-10-03,2023-01-01,2.371823666672014,48.89862428655984,Feature,"[[2.3710133256129695, 48.89861345770488], [2.3726340077310586, 48.898635115414784]]",LineString,,
5881,Bd_St_Marcel,2024-01-04T13:00:00+00:00,,,Inconnu,3052,Bd_St_Marcel-Jeanne_d'Arc,3050,St_Marcel-Essai,Invalide,1997-04-28,2023-01-01,2.357861000798005,48.838620485174744,Feature,"[[2.3570268260443084, 48.83835298780293], [2.358695175551702, 48.83888798254656]]",LineString,,
612,Bd_Port_Royal,2024-01-04T13:00:00+00:00,293.0,3.35278,Fluide,364,Bd_Port_Royal-Glaciere,3053,Port_Royal-Face_55,Invalide,1996-10-03,2023-01-01,2.3454232126895542,48.83769982546869,Feature,"[[2.3454868223358734, 48.83768592758563], [2.3453596030432355, 48.83771372335174]]",LineString,,
5024,Rue_Fbg_St_Martin,2024-01-04T13:00:00+00:00,305.0,,Inconnu,819,Bd_Magenta-Rue_Fbg_St_Martin,3071,Rue_Fbg_St_Martin-Recollets,Invalide,1996-10-18,2023-01-01,2.358808770486733,48.874450486916885,Feature,"[[2.3583846709906413, 48.87377167622126], [2.3592328699828244, 48.87512929761251]]",LineString,,
5915,Pyrenees,2024-01-04T13:00:00+00:00,,,Inconnu,518,Pyrenees-Lagny,3074,Pyrenees-Plaine,Invalide,1997-07-23,2023-01-01,2.406547066027419,48.84971862680541,Feature,"[[2.4066386954149124, 48.848930785891575], [2.406455436639926, 48.850506467719256]]",LineString,,
6850,Trocadero_Eylau_Mandel,2024-01-04T13:00:00+00:00,,,Inconnu,3550,Av_Eylau_Trocadero,3078,Georges_Mandel-Trocadero,Invalide,2014-04-16,2023-01-01,2.2864237823905604,48.86326877344577,Feature,"[[2.286501560703037, 48.8633912568114], [2.286346004078084, 48.86314629008014]]",LineString,,
5301,PI_A6B,2024-01-04T13:00:00+00:00,3230.0,10.25,Fluide,2801,SI_A6B,3079,PI_Italie_sous_ouvrage,Ouvert,1996-10-28,2023-01-01,2.361958617218899,48.81616238950962,Feature,"[[2.3635469345598157, 48.81628074810492], [2.363014995029938, 48.816179657818694], [2.362574395667645, 48.81613336586111], [2.362154741932934, 48.816120533129656], [2.3617103578979664, 48.81612986260579], [2.3603618730716622, 48.81619091035884]]",LineString,,
5935,Bd_de_Clichy,2024-01-04T13:00:00+00:00,,11.34055,Fluide,3083,Clichy-Fromentin,3082,Place_Blanche,Invalide,1997-09-23,2023-01-01,2.3338420568659197,48.88355607796193,Feature,"[[2.3350348765599698, 48.883213625999865], [2.33264923717187, 48.88389852992398]]",LineString,,
5936,Bd_de_Clichy,2024-01-04T13:00:00+00:00,936.0,,Inconnu,3083,Clichy-Fromentin,3084,Pl_Pigalle,Invalide,1997-09-23,2023-01-01,2.3360806967554826,48.88262060415656,Feature,"[[2.334872818223849, 48.88297589591536], [2.3372885752871166, 48.88226531239776]]",LineString,,
5941,Bd_de_Rochechouart,2024-01-04T13:00:00+00:00,373.0,,Inconnu,3086,Rochechouart-Dancourt,3085,Bd_Clichy-Bd_Rochechouart,Invalide,1997-09-23,2023-01-01,2.3407546167604307,48.88237306295821,Feature,"[[2.341858689339438, 48.88256259699782], [2.3396505441814237, 48.8821835289186]]",LineString,,
5943,Bd_de_Rochechouart,2024-01-04T13:00:00+00:00,373.0,,Inconnu,3087,Rochechouart-Dunkerque-Anvers,3086,Rochechouart-Dancourt,Invalide,1997-09-23,2023-01-01,2.3431170960813996,48.88280487870856,Feature,"[[2.344375502823361, 48.8830471604193], [2.341858689339438, 48.88256259699782]]",LineString,,
5940,Bd_de_Rochechouart,2024-01-04T13:00:00+00:00,482.0,,Inconnu,3085,Bd_Clichy-Bd_Rochechouart,3086,Rochechouart-Dancourt,Invalide,1997-09-23,2023-01-01,2.3408016751879073,48.882083305192296,Feature,"[[2.339646223629476, 48.88187473754782], [2.341957126746339, 48.882291872836774]]",LineString,,
5945,Bd_de_Rochechouart,2024-01-04T13:00:00+00:00,373.0,6.33944,Fluide,3088,Rochechouart-Clignancourt,3087,Rochechouart-Dunkerque-Anvers,Invalide,1997-09-23,2023-01-01,2.345679783694677,48.883298240776554,Feature,"[[2.3469840645659925, 48.8835493211338], [2.344375502823361, 48.8830471604193]]",LineString,,
5942,Bd_de_Rochechouart,2024-01-04T13:00:00+00:00,482.0,14.00778,Fluide,3086,Rochechouart-Dancourt,3087,Rochechouart-Dunkerque-Anvers,Invalide,1997-09-23,2023-01-01,2.343239455417573,48.882544721311675,Feature,"[[2.341957126746339, 48.882291872836774], [2.344521784088807, 48.88279756978657]]",LineString,,
5984,Froidevaux,2024-01-04T13:00:00+00:00,,,Inconnu,382,Froidevaux-Gassendi,3106,Froidevaux-Auguste_Mie,Invalide,1997-09-23,2023-01-01,2.325799925626872,48.836660886866404,Feature,"[[2.327644456625231, 48.83603100419539], [2.3239553946285136, 48.83729076953742]]",LineString,,
6024,Tronchet,2024-01-04T13:00:00+00:00,52.0,,Inconnu,3118,Tronchet-Mathurin,3111,Haussmann-Tronchet-Havre,Invalide,1997-10-10,2023-01-01,2.326994503828428,48.8734348490444,Feature,"[[2.3268099506191717, 48.873133067667254], [2.3271790570376845, 48.873736630421554]]",LineString,,
6011,Bd_Haussmann,2024-01-04T13:00:00+00:00,,,Inconnu,3112,Haussmann-Arcades,3113,Haussmann-Anjou,Invalide,1997-10-10,2023-01-01,2.3236359452328266,48.874219813017675,Feature,"[[2.324565985147015, 48.87408864720708], [2.3227059053186387, 48.874350978828275]]",LineString,,
6013,Bd_Haussmann,2024-01-04T13:00:00+00:00,664.0,,Inconnu,3115,Haussmann-Miromesnil,3114,Pl_St_Augustin,Invalide,1997-10-10,2023-01-01,2.316034704334869,48.875194588524465,Feature,"[[2.3157776750776673, 48.875221853834994], [2.31629173359207, 48.87516732321393]]",LineString,,
6012,Bd_Haussmann,2024-01-04T13:00:00+00:00,,,Inconnu,3113,Haussmann-Anjou,3114,Pl_St_Augustin,Invalide,1997-10-10,2023-01-01,2.321432067930937,48.87452542362869,Feature,"[[2.3227059053186387, 48.874350978828275], [2.320580026104568, 48.87465075963245], [2.320154760532368, 48.874648003411]]",LineString,,
6033,Argencon,2024-01-04T13:00:00+00:00,,7.94611,Fluide,3120,Boetie-Cambaceres,3115,Haussmann-Miromesnil,Invalide,1997-10-10,2023-01-01,2.316909720178283,48.87468126258972,Feature,"[[2.317527706764496, 48.87419520196551], [2.31629173359207, 48.87516732321393]]",LineString,,
6014,Bd_Haussmann,2024-01-04T13:00:00+00:00,812.0,,Inconnu,3115,Haussmann-Miromesnil,3116,Haussmann-Percier,Invalide,1997-10-10,2023-01-01,2.3150291218793404,48.875313062564544,Feature,"[[2.315753510258147, 48.875336390488656], [2.3143047335005345, 48.875289734640425]]",LineString,,
6019,Bd_Haussmann,2024-01-04T13:00:00+00:00,664.0,4.17889,Fluide,2271,Bd_Haussmann-Musee,3117,Haussmann_Teheran,Invalide,1997-10-10,2023-01-01,2.3117057771619116,48.87507935658745,Feature,"[[2.31065704451014, 48.87504090079928], [2.3127545098136832, 48.87511781237563]]",LineString,,
6027,Auber,2024-01-04T13:00:00+00:00,,3.93444,Fluide,3111,Haussmann-Tronchet-Havre,3119,Auber-Caumartin,Invalide,1997-10-10,2023-01-01,2.327758172280713,48.87340746422047,Feature,"[[2.3271790570376845, 48.873736630421554], [2.3283372875237416, 48.87307829801939]]",LineString,,
6042,Bd_Batignolles,2024-01-04T13:00:00+00:00,806.0,15.05445,Pré-saturé,3129,Bd_Batignolles-Truchet,3130,Batignolles-Boursault,Invalide,1997-10-14,2023-01-01,2.3221878709067263,48.88260575609588,Feature,"[[2.324007674899513, 48.88297477572875], [2.3203680669139395, 48.88223673646301]]",LineString,,
6053,Amsterdam,2024-01-04T13:00:00+00:00,145.0,,Inconnu,2222,Amsterdam-Bucarest,3136,Amsterdam-Moscou,Invalide,1997-10-14,2023-01-01,2.3269934648716752,48.88019270531163,Feature,"[[2.327024560591678, 48.880769348960115], [2.3269623691516728, 48.879616061663135]]",LineString,,
6054,Amsterdam,2024-01-04T13:00:00+00:00,145.0,,Inconnu,3136,Amsterdam-Moscou,3137,Pl_Budapest-Amsterdam-Londres,Invalide,1997-10-14,2023-01-01,2.3269607149173384,48.87872695571797,Feature,"[[2.3269623691516728, 48.879616061663135], [2.3269590606830035, 48.87783784977281]]",LineString,,
6247,Rue St Lazare,2024-01-04T13:00:00+00:00,,,Inconnu,3139,St_Lazare-Rome,3138,Amsterdam-St_Lazare,Invalide,2000-02-01,2023-01-01,2.3254909663824694,48.875381656828566,Feature,"[[2.3243450718272456, 48.875230262697684], [2.326636860937693, 48.87553305095944]]",LineString,,
6055,Amsterdam,2024-01-04T13:00:00+00:00,,,Inconnu,3137,Pl_Budapest-Amsterdam-Londres,3138,Amsterdam-St_Lazare,Invalide,1997-10-14,2023-01-01,2.32685531436641,48.87667322177568,Feature,"[[2.3269590606830035, 48.87783784977281], [2.326829384197593, 48.876065237809684], [2.326636860937693, 48.87553305095944]]",LineString,,
6074,Bd_Malesherbes,2024-01-04T13:00:00+00:00,792.0,13.27278,Fluide,3145,Malesherbes-Bienfaisance,3144,Malesherbes-Laborde,Invalide,1997-10-14,2023-01-01,2.3181679536631075,48.87611557482778,Feature,"[[2.317549657932253, 48.876617562374086], [2.3187862493939617, 48.875613587281464]]",LineString,,
6071,Bd_Malesherbes,2024-01-04T13:00:00+00:00,536.0,5.25167,Fluide,3114,Pl_St_Augustin,3144,Malesherbes-Laborde,Invalide,1997-10-14,2023-01-01,2.319497640977481,48.87523765718915,Feature,"[[2.3199852320602665, 48.87484032652857], [2.3190100498946955, 48.875634987849736]]",LineString,,
6240,Bd_Malesherbes,2024-01-04T13:00:00+00:00,792.0,1.62333,Fluide,3239,Malesherbes-Miromesnil,3145,Malesherbes-Bienfaisance,Invalide,1999-12-13,2023-01-01,2.3168606056608896,48.877192893740045,Feature,"[[2.316171553389526, 48.877768225105996], [2.317549657932253, 48.876617562374086]]",LineString,,
6073,Bd_Malesherbes,2024-01-04T13:00:00+00:00,536.0,,Inconnu,3144,Malesherbes-Laborde,3145,Malesherbes-Bienfaisance,Invalide,1997-10-14,2023-01-01,2.31840177926159,48.87613163763453,Feature,"[[2.3190100498946955, 48.875634987849736], [2.317793508628484, 48.876628287419315]]",LineString,,
6124,A6A_Y_Orleans_bretelle_4,2024-01-04T13:00:00+00:00,,,Inconnu,3175,SE_A6A-Orleans_bretelle_4,3153,A6A_Y,Invalide,1998-04-10,2023-01-01,2.3345868832213577,48.81652476360583,Feature,"[[2.3304532247770173, 48.81884772679937], [2.3316674305495932, 48.81858933642017], [2.332491498664643, 48.81840219106518], [2.3330818652274505, 48.81813213565216], [2.3338854250786096, 48.81761440558155], [2.3350508115237667, 48.816926936253104], [2.3358735972736913, 48.81670163547406], [2.3364093884501678, 48.81659492134673], [2.336696421521, 48.81623184941678], [2.3360197650504344, 48.81413502455947], [2.3360522881802113, 48.813378595747174], [2.3363414944956586, 48.8125749706367]]",LineString,,
786,Gentilly_vers_A6A_bretelle_1,2024-01-04T13:00:00+00:00,,3.9,Fluide,3154,Gentilly_bretelles_1_11_16,3153,A6A_Y,Ouvert,1996-10-03,2023-01-01,2.3377357033081965,48.81572571901739,Feature,"[[2.341088587506089, 48.81677717533743], [2.337936288809514, 48.816935528626], [2.3376563774665264, 48.81691628748005], [2.3372512180902816, 48.81677661643427], [2.337031550082857, 48.816613383464336], [2.3369066262605127, 48.816303698045665], [2.3367888375625476, 48.81591925909894], [2.33665328924941, 48.81548685605898], [2.3363875295996426, 48.81478000185438], [2.336197711457648, 48.81416094366278], [2.3361831449336106, 48.81363955109678], [2.3362163487219116, 48.813224218478894], [2.3362497805689553, 48.81295676431205], [2.3363414944956586, 48.8125749706367]]",LineString,,
6091,Gentilly_bretelle_16,2024-01-04T13:00:00+00:00,,,Inconnu,455,Gentilly-Mazagran_PE,3154,Gentilly_bretelles_1_11_16,Ouvert,1997-12-17,2023-01-01,2.343742896822312,48.81651822414722,Feature,"[[2.343547641650272, 48.81612090309473], [2.3437273869110538, 48.81615296356039], [2.3437844970584356, 48.81617623830165], [2.3438307287736833, 48.81623175020963], [2.343855207648292, 48.81629621751215], [2.343876965416366, 48.816584526606114], [2.3438688024847574, 48.81667585923552], [2.343830729998454, 48.816740325008546], [2.3437409867641246, 48.81679941666061], [2.3436213201246927, 48.8168316502621], [2.3434177184133507, 48.816848852834895]]",LineString,,
6090,Gentilly_bretelle_11,2024-01-04T13:00:00+00:00,,,Inconnu,453,Gentilly-Sortie_PI-Acces_A6A,3154,Gentilly_bretelles_1_11_16,Invalide,1997-12-17,2023-01-01,2.3438061665495797,48.8172984512322,Feature,"[[2.3440697408690787, 48.817845809624615], [2.343862235455619, 48.817322228324635], [2.3437912041860884, 48.8171680978778], [2.3437449983302456, 48.81710181152986], [2.343647544007778, 48.817002011614306], [2.343494931238669, 48.81689047759222], [2.3434177184133507, 48.816848852834895]]",LineString,,
981,Bercy_bretelle_7,2024-01-04T13:00:00+00:00,,14.1,Fluide,2882,Bercy_bretelles_7-10-15,3156,Bercy_bretelles_7-11,Ouvert,1996-10-03,2023-01-01,2.391258990758543,48.82674144497482,Feature,"[[2.38999553569207, 48.82687594126859], [2.39056078787834, 48.82662180969097], [2.3907407298102767, 48.82655745014278], [2.3911854355209674, 48.82657195535031], [2.391690224613405, 48.82673363194003], [2.392009938416522, 48.82686988470259], [2.3925203327652027, 48.82708053899542]]",LineString,,
6102,Bercy_bretelle_15,2024-01-04T13:00:00+00:00,,,Inconnu,2882,Bercy_bretelles_7-10-15,3157,A4Y,Invalide,1998-01-19,2023-01-01,2.3911374386560547,48.82616060149444,Feature,"[[2.38999553569207, 48.82687594126859], [2.3912163397962054, 48.82604725714366], [2.39233736669977, 48.82554972383667]]",LineString,,
4142,Bercy_bretelle_9,2024-01-04T13:00:00+00:00,1855.0,10.0,Fluide,977,Bercy_bretelle_7-Bretelle_9,3157,A4Y,Ouvert,2005-01-01,2019-06-01,2.39035177500074,48.826900944585894,Feature,"[[2.3883661833017102, 48.828252165335115], [2.39233736669977, 48.82554972383667]]",LineString,,
6094,Bagnolet_bretelle_3b,2024-01-04T13:00:00+00:00,,,Inconnu,777,Av_Cartellier-Bretelle_3,3158,Bagnolet_bretelle_3b-Bretelle8b,Invalide,1997-12-18,2023-01-01,2.4128938633350585,48.864377306806,Feature,"[[2.411769864274186, 48.86490017162214], [2.4131647343711977, 48.86413695989721], [2.413431941922463, 48.86401996168053], [2.4136483980366847, 48.86401693936233], [2.413716763360959, 48.86416547646199], [2.413735538770836, 48.864515069719005]]",LineString,,
6097,Bagnolet_bretelle_8,2024-01-04T13:00:00+00:00,400.0,4.95,Fluide,3160,Bagnolet_bretelle_8-Sortie_Aucha,3159,Bagnolet_bretelle_8-Bretelle_8b,Ouvert,1997-12-18,2023-01-01,2.4138613642291458,48.86569671560623,Feature,"[[2.413948672140375, 48.86535650081794], [2.4137740563179166, 48.86603693039453]]",LineString,,
6095,Bagnolet_bretelle_8b,2024-01-04T13:00:00+00:00,,,Inconnu,3158,Bagnolet_bretelle_3b-Bretelle8b,3159,Bagnolet_bretelle_8-Bretelle_8b,Invalide,1997-12-18,2023-01-01,2.4137534377233707,48.86527603440748,Feature,"[[2.413735538770836, 48.864515069719005], [2.4137518177956165, 48.8652657917218], [2.4137740563179166, 48.86603693039453]]",LineString,,
6096,SE_Bagnolet,2024-01-04T13:00:00+00:00,624.0,2.7,Fluide,2827,SE_Bagnolet,3160,Bagnolet_bretelle_8-Sortie_Aucha,Ouvert,1997-12-18,2023-01-01,2.4139012131184896,48.86413465985491,Feature,"[[2.4137008322363944, 48.86292971416996], [2.4139695911611123, 48.864047066593635], [2.413948672140375, 48.86535650081794]]",LineString,,
1817,Quai_Rapee_Bercy_Y,2024-01-04T13:00:00+00:00,,,Inconnu,3162,Rapee-Villiot_Y,3163,Bercy_POPB_Y,Invalide,1996-10-03,2023-01-01,2.3760720992211004,48.83856024663842,Feature,"[[2.3742593137145667, 48.84013919761962], [2.3778848847276346, 48.836981295657225]]",LineString,,
6108,Bercy_bretelle_4,2024-01-04T13:00:00+00:00,,,Inconnu,2883,Bercy_bretelle_4b-Giratoire,3167,Bercy_bretelles_1-4b-15,Invalide,1998-01-19,2023-01-01,2.3912086646143798,48.828253880006685,Feature,"[[2.392230997906132, 48.82804799721879], [2.3917670207582966, 48.828277289267824], [2.391364546992685, 48.82834867527945], [2.3909074104529053, 48.828338190670614], [2.390389933728172, 48.82820500141877], [2.390185394726645, 48.82807634693769]]",LineString,,
5495,Bercy_bretelle_12,2024-01-04T13:00:00+00:00,,,Inconnu,2865,A4W,3168,Bercy_bretelle_12-bretelle_14,Invalide,1996-11-12,2023-01-01,2.3920381685186065,48.82634234635197,Feature,"[[2.392472238153123, 48.825640166460786], [2.3918987312199227, 48.82639353365661], [2.391809453215939, 48.826577163081865], [2.3918362179343413, 48.82688671901379], [2.3919516370207585, 48.827100088191926]]",LineString,,
775,Romain_Rolland-A6A,2024-01-04T13:00:00+00:00,,7.3,Fluide,3232,Romain_Rolland_A6A,3175,SE_A6A-Orleans_bretelle_4,Ouvert,1996-10-03,2023-01-01,2.3295147996110535,48.81903829194689,Feature,"[[2.3285763744450896, 48.81922885709441], [2.3304532247770173, 48.81884772679937]]",LineString,,
1079,Quai_d'Issy_bretelle_4,2024-01-04T13:00:00+00:00,,,Inconnu,600,Quai_Issy_bretelle_4-Bretelle_3,3183,Quai_Issy_bretelles_4-4b,Invalide,1996-10-03,2023-01-01,2.2705142616356615,48.83534688389206,Feature,"[[2.270132863571163, 48.83492389476661], [2.2705310742844667, 48.83506299331374], [2.270648414657624, 48.83517896399822], [2.270706254652404, 48.83546183779762], [2.270552436929736, 48.83574443718145], [2.2703193850146337, 48.83583787288409]]",LineString,,
1078,Quai_Issy_bretelle_4b,2024-01-04T13:00:00+00:00,,,Inconnu,3183,Quai_Issy_bretelles_4-4b,3184,Quai_Issy_bretelles_2-4b,Invalide,1996-10-03,2023-01-01,2.2698082904646735,48.83574040049197,Feature,"[[2.2703193850146337, 48.83583787288409], [2.2698933757352697, 48.83580773438604], [2.269564563872686, 48.83567721499844], [2.2693270029269805, 48.83554113638788]]",LineString,,
4245,Courcelles,2024-01-04T13:00:00+00:00,,,Inconnu,2282,Courcelles-Av_Brunetiere,3186,Bd_Berthier-Courcelles,Invalide,1996-10-10,2023-01-01,2.295131686703199,48.8869527281993,Feature,"[[2.2946505826679795, 48.88742061984071], [2.2956127907384176, 48.88648483655786]]",LineString,,
4252,Courcelles,2024-01-04T13:00:00+00:00,,,Inconnu,2989,Pl_Marechal_Juin-Courcelles,3186,Bd_Berthier-Courcelles,Invalide,1996-10-10,2023-01-01,2.296462235828251,48.88589372949197,Feature,"[[2.296986881624953, 48.88536830590106], [2.295937590031549, 48.886419153082876]]",LineString,,
1792,Chapelle_bretelle_6,2024-01-04T13:00:00+00:00,,,Inconnu,3488,Av_Pte_Chapelle-Acces_A1-BP,3188,Chapelle_bretelle_10-CF_0823,Invalide,1996-10-03,2023-01-01,2.3595441751654884,48.90039767812716,Feature,"[[2.3593453911510958, 48.89928742150291], [2.359495917612739, 48.90012859180782], [2.3596815992426197, 48.90062727444795], [2.3596701884525575, 48.90105147398583], [2.359528553857098, 48.90149945637876]]",LineString,,
502,Pt_d'Austerlitz,2024-01-04T13:00:00+00:00,,,Inconnu,278,Pl_Mazas,3190,Pt_d'Austerlitz,Invalide,2005-01-01,2019-06-01,2.3668179938463396,48.84540940709988,Feature,"[[2.3675674701721894, 48.845824461730786], [2.3660685175204903, 48.844994352468966]]",LineString,,
5713,Av_Daumesnil,2024-01-04T13:00:00+00:00,,,Inconnu,2545,Pl_Felix_Eboue_Est,3191,Av_Daumesnil-Cannebiere,Invalide,1997-03-07,2023-01-01,2.397337505247546,48.83884570838168,Feature,"[[2.396117119040396, 48.83926662084461], [2.396802990615616, 48.83905089805455], [2.3985490200456163, 48.838398982981836]]",LineString,,
489,Quai_St_Bernard,2024-01-04T13:00:00+00:00,,,Inconnu,291,Cuvier-Quai_St_Bernard,3196,Quai_St_Bernard-Fac_Jussieu,Invalide,1996-10-03,2023-01-01,2.3601942730275587,48.84741308919516,Feature,"[[2.360992671112877, 48.84687548224427], [2.3593958749422406, 48.84795069614604]]",LineString,,
6168,Quai_de_la_Rapee_W,2024-01-04T13:00:00+00:00,546.0,6.35667,Fluide,287,Rapee-De_Gaulle-Van_Gogh,3197,Quai_Rapee-Face_,Invalide,1998-09-28,2023-01-01,2.3704146516948166,48.84369037455346,Feature,"[[2.3707402359235505, 48.843454076908884], [2.370089067466083, 48.84392667219804]]",LineString,,
4058,Bd_des_Italiens,2024-01-04T13:00:00+00:00,,,Inconnu,2137,Bd_des_Italiens-Taitbout,3199,Bd_Italiens-Favart,Invalide,1996-10-03,2023-01-01,2.3376324571658023,48.87152718134513,Feature,"[[2.3371114794300456, 48.8714395805563], [2.3381534349015585, 48.87161478213397]]",LineString,,
1948,Bd_des_Italiens,2024-01-04T13:00:00+00:00,680.0,2.91111,Fluide,2134,Richelieu-Drouot-Haussmann,3199,Bd_Italiens-Favart,Invalide,1996-10-03,2023-01-01,2.3390521558750885,48.87187908243683,Feature,"[[2.3400077802300103, 48.872033024577185], [2.3380965315201667, 48.87172514029647]]",LineString,,
7026,Peletier,2024-01-04T13:00:00+00:00,,,Inconnu,2098,Bd_Haussmann-Le_Peletier,3199,Bd_Italiens-Favart,Invalide,2017-07-07,2023-01-01,2.3381827975130633,48.87198097586301,Feature,"[[2.33826906350596, 48.87223681142955], [2.3380965315201667, 48.87172514029647]]",LineString,,
1230,Souterrain_Citroen,2024-01-04T13:00:00+00:00,,,Inconnu,661,Sout_Citroen_2,3211,Balard_Sortie_Citroen-S.Mercier,Invalide,1996-10-03,2023-01-01,2.275868800269528,48.844462865905804,Feature,"[[2.274863932592946, 48.8434186835048], [2.276277207699377, 48.84502187637756], [2.2766724994836687, 48.84512862970235], [2.277060476118625, 48.845169521760006]]",LineString,,
295,Pyramides,2024-01-04T13:00:00+00:00,1207.0,8.97278,Fluide,169,Place_Des_Pyramides,174,St_Honore-Pyramides,Invalide,1996-10-03,2023-01-01,2.3323611451087043,48.864135407963516,Feature,"[[2.3320446920555993, 48.863731922325925], [2.3326775981618098, 48.864538893601114]]",LineString,,
296,Pyramides,2024-01-04T13:00:00+00:00,1207.0,9.975,Fluide,174,St_Honore-Pyramides,176,Pyramides-Argenteuil,Invalide,1996-10-03,2023-01-01,2.333122213325919,48.86514845658718,Feature,"[[2.3326775981618098, 48.864538893601114], [2.333566828490029, 48.86575801957325]]",LineString,,
301,Av_de_l'Opera,2024-01-04T13:00:00+00:00,505.0,3.32667,Fluide,178,Av_de_l'Opera-Echelle,177,Av_de_l'Opera-Pyramides,Invalide,1996-10-03,2023-01-01,2.3345218185022,48.8657012014445,Feature,"[[2.3348494035323797, 48.86491839347144], [2.334194233472019, 48.86648400941756]]",LineString,,
